Contig	Gene	Length	Gene id	function	Hit	Contig	Gene	Gene id	percent identity 1587.866	function
23	23	41	fig|1587.865.peg.23	Transposase, IS4 family	bi	23	23	fig|1587.866.peg.23	100	Transposase, IS4 family
24	24	36	fig|1587.865.peg.24	hypothetical protein	bi	24	24	fig|1587.866.peg.24	100	hypothetical protein
25	25	40	fig|1587.865.peg.25	hypothetical protein	bi	25	25	fig|1587.866.peg.25	100	hypothetical protein
26	26	29	fig|1587.865.peg.26	Mobile element protein	bi	26	26	fig|1587.866.peg.26	100	Mobile element protein
27	27	28	fig|1587.865.peg.27	hypothetical protein	bi	27	27	fig|1587.866.peg.27	100	hypothetical protein
28	28	42	fig|1587.865.peg.28	Transposase	bi	28	28	fig|1587.866.peg.28	100	Transposase
29	29	74	fig|1587.865.peg.29	Mobile element protein	bi	29	29	fig|1587.866.peg.29	100	Mobile element protein
30	30	41	fig|1587.865.peg.30	hypothetical protein	bi	30	30	fig|1587.866.peg.30	100	hypothetical protein
31	31	42	fig|1587.865.peg.31	Mobile element protein	bi	31	31	fig|1587.866.peg.31	100	Mobile element protein
32	32	39	fig|1587.865.peg.32	Mobile element protein	bi	32	32	fig|1587.866.peg.32	100	Mobile element protein
33	33	38	fig|1587.865.peg.33	Mobile element protein	bi	33	33	fig|1587.866.peg.33	100	Mobile element protein
34	34	34	fig|1587.865.peg.34	Mobile element protein	bi	34	34	fig|1587.866.peg.34	100	Mobile element protein
35	35	42	fig|1587.865.peg.35	Mobile element protein	bi	35	35	fig|1587.866.peg.35	100	Mobile element protein
36	36	42	fig|1587.865.peg.36	Mobile element protein	bi	36	36	fig|1587.866.peg.36	100	Mobile element protein
37	37	40	fig|1587.865.peg.37	Mobile element protein	bi	37	37	fig|1587.866.peg.37	100	Mobile element protein
38	38	27	fig|1587.865.peg.38	Mobile element protein	bi	38	38	fig|1587.866.peg.38	100	Mobile element protein
39	39	78	fig|1587.865.peg.39	Mobile element protein	bi	39	39	fig|1587.866.peg.39	100	Mobile element protein
40	40	60	fig|1587.865.peg.40	Mobile element protein	bi	40	40	fig|1587.866.peg.40	100	Mobile element protein
41	41	42	fig|1587.865.peg.41	Putative transposase InsK for insertion sequence element IS150	bi	41	41	fig|1587.866.peg.41	100	Putative transposase InsK for insertion sequence element IS150
42	42	50	fig|1587.865.peg.42	Transposase	bi	42	42	fig|1587.866.peg.42	100	Transposase
43	43	45	fig|1587.865.peg.43	Mobile element protein	bi	43	43	fig|1587.866.peg.43	100	Mobile element protein
44	44	23	fig|1587.865.peg.44	Mobile element protein	bi	44	44	fig|1587.866.peg.44	100	Mobile element protein
45	45	63	fig|1587.865.peg.45	Transposase, IS4 family	bi	45	45	fig|1587.866.peg.45	100	Transposase, IS4 family
46	46	42	fig|1587.865.peg.46	Mobile element protein	bi	46	46	fig|1587.866.peg.46	100	Mobile element protein
47	47	50	fig|1587.865.peg.47	hypothetical protein	bi	47	47	fig|1587.866.peg.47	100	hypothetical protein
48	48	42	fig|1587.865.peg.48	Transposase	bi	48	48	fig|1587.866.peg.48	100	Transposase
49	49	31	fig|1587.865.peg.49	Transposase	uni	447	482	fig|1587.866.peg.482	100	Transposase
50	50	30	fig|1587.865.peg.50	Mobile element protein	bi	50	50	fig|1587.866.peg.50	100	Mobile element protein
51	51	61	fig|1587.865.peg.51	Transposase	bi	51	51	fig|1587.866.peg.51	100	Transposase
52	52	38	fig|1587.865.peg.52	Mobile element protein	bi	52	52	fig|1587.866.peg.52	100	Mobile element protein
53	53	32	fig|1587.865.peg.53	Mobile element protein	bi	53	53	fig|1587.866.peg.53	100	Mobile element protein
54	54	42	fig|1587.865.peg.54	Mobile element protein	bi	54	54	fig|1587.866.peg.54	100	Mobile element protein
55	55	24	fig|1587.865.peg.55	Mobile element protein	bi	55	55	fig|1587.866.peg.55	100	Mobile element protein
56	56	35	fig|1587.865.peg.56	Mobile element protein	bi	56	56	fig|1587.866.peg.56	100	Mobile element protein
57	57	43	fig|1587.865.peg.57	Mobile element protein	bi	57	57	fig|1587.866.peg.57	100	Mobile element protein
58	58	53	fig|1587.865.peg.58	transcriptional regulator	bi	58	58	fig|1587.866.peg.58	100	transcriptional regulator
59	59	40	fig|1587.865.peg.59	Mobile element protein	bi	59	59	fig|1587.866.peg.59	100	Mobile element protein
60	60	30	fig|1587.865.peg.60	Transposase	bi	60	60	fig|1587.866.peg.60	100	Transposase
61	61	78	fig|1587.865.peg.61	Transposase, IS4 family	bi	61	61	fig|1587.866.peg.61	100	Transposase, IS4 family
62	62	94	fig|1587.865.peg.62	Transposase, IS4 family	bi	62	62	fig|1587.866.peg.62	100	Transposase, IS4 family
63	63	71	fig|1587.865.peg.63	Mobile element protein	bi	63	63	fig|1587.866.peg.63	100	Mobile element protein
64	64	27	fig|1587.865.peg.64	Mobile element protein	bi	64	64	fig|1587.866.peg.64	100	Mobile element protein
65	65	42	fig|1587.865.peg.65	Mobile element protein	bi	65	65	fig|1587.866.peg.65	100	Mobile element protein
66	66	26	fig|1587.865.peg.66	Mobile element protein	uni	20	20	fig|1587.866.peg.20	100	Mobile element protein
67	67	53	fig|1587.865.peg.67	hypothetical protein	bi	67	67	fig|1587.866.peg.67	100	hypothetical protein
68	68	33	fig|1587.865.peg.68	Mobile element protein	bi	68	68	fig|1587.866.peg.68	100	Mobile element protein
69	69	52	fig|1587.865.peg.69	Mobile element protein	bi	69	69	fig|1587.866.peg.69	100	Mobile element protein
70	70	47	fig|1587.865.peg.70	Mobile element protein	bi	70	70	fig|1587.866.peg.70	100	Mobile element protein
71	71	35	fig|1587.865.peg.71	Mobile element protein	bi	71	71	fig|1587.866.peg.71	100	Mobile element protein
72	72	34	fig|1587.865.peg.72	Mobile element protein	bi	72	72	fig|1587.866.peg.72	100	Mobile element protein
73	73	44	fig|1587.865.peg.73	Mobile element protein	bi	73	73	fig|1587.866.peg.73	100	Mobile element protein
74	74	38	fig|1587.865.peg.74	hypothetical protein	bi	74	74	fig|1587.866.peg.74	100	hypothetical protein
74	75	65	fig|1587.865.peg.75	hypothetical protein	bi	74	75	fig|1587.866.peg.75	100	hypothetical protein
74	76	45	fig|1587.865.peg.76	hypothetical protein	bi	74	76	fig|1587.866.peg.76	100	hypothetical protein
75	77	36	fig|1587.865.peg.77	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	bi	75	77	fig|1587.866.peg.77	100	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
76	78	22	fig|1587.865.peg.78	Mobile element protein	uni	76	78	fig|1587.866.peg.78	100	Mobile element protein
77	79	27	fig|1587.865.peg.79	Mobile element protein	bi	77	79	fig|1587.866.peg.79	100	Mobile element protein
78	80	24	fig|1587.865.peg.80	hypothetical protein	bi	78	80	fig|1587.866.peg.80	100	hypothetical protein
79	81	179	fig|1587.865.peg.81	hypothetical protein	bi	79	81	fig|1587.866.peg.81	100	hypothetical protein
80	82	45	fig|1587.865.peg.82	Mobile element protein	bi	80	82	fig|1587.866.peg.82	100	Mobile element protein
81	83	61	fig|1587.865.peg.83	Mobile element protein	bi	81	83	fig|1587.866.peg.83	100	Mobile element protein
82	84	24	fig|1587.865.peg.84	Mobile element protein	uni	82	84	fig|1587.866.peg.84	100	Mobile element protein
83	85	22	fig|1587.865.peg.85	hypothetical protein	bi	83	85	fig|1587.866.peg.85	100	hypothetical protein
84	86	53	fig|1587.865.peg.86	Transposase	bi	84	86	fig|1587.866.peg.86	100	Transposase
85	87	32	fig|1587.865.peg.87	Transposase	uni	630	708	fig|1587.866.peg.708	100	Transposase
86	88	26	fig|1587.865.peg.88	hypothetical protein	bi	86	88	fig|1587.866.peg.88	100	hypothetical protein
87	89	42	fig|1587.865.peg.89	Mobile element protein	bi	87	89	fig|1587.866.peg.89	100	Mobile element protein
88	90	125	fig|1587.865.peg.90	Mobile element protein	bi	88	90	fig|1587.866.peg.90	100	Mobile element protein
89	91	41	fig|1587.865.peg.91	Mobile element protein	bi	89	91	fig|1587.866.peg.91	100	Mobile element protein
90	92	60	fig|1587.865.peg.92	Mobile element protein	bi	90	92	fig|1587.866.peg.92	100	Mobile element protein
91	93	23	fig|1587.865.peg.93	Mobile element protein	bi	91	93	fig|1587.866.peg.93	100	Mobile element protein
92	94	38	fig|1587.865.peg.94	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)	bi	92	94	fig|1587.866.peg.94	100	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)
93	95	43	fig|1587.865.peg.95	Mobile element protein	bi	93	95	fig|1587.866.peg.95	100	Mobile element protein
94	96	39	fig|1587.865.peg.96	hypothetical protein	bi	94	96	fig|1587.866.peg.96	100	hypothetical protein
95	97	22	fig|1587.865.peg.97	Transposase	uni	95	97	fig|1587.866.peg.97	100	Transposase
96	98	29	fig|1587.865.peg.98	Mobile element protein	uni	96	98	fig|1587.866.peg.98	100	Mobile element protein
97	99	42	fig|1587.865.peg.99	Mobile element protein	bi	97	99	fig|1587.866.peg.99	100	Mobile element protein
98	100	23	fig|1587.865.peg.100	Mobile element protein	bi	98	100	fig|1587.866.peg.100	100	Mobile element protein
99	101	29	fig|1587.865.peg.101	Mobile element protein	bi	99	101	fig|1587.866.peg.101	100	Mobile element protein
100	102	42	fig|1587.865.peg.102	Transposase, IS4 family	bi	100	102	fig|1587.866.peg.102	100	Transposase, IS4 family
101	103	22	fig|1587.865.peg.103	Mobile element protein	bi	101	103	fig|1587.866.peg.103	100	Mobile element protein
102	104	27	fig|1587.865.peg.104	Mobile element protein	bi	102	104	fig|1587.866.peg.104	100	Mobile element protein
103	105	58	fig|1587.865.peg.105	Mobile element protein	bi	103	105	fig|1587.866.peg.105	100	Mobile element protein
104	106	73	fig|1587.865.peg.106	Mobile element protein	bi	104	106	fig|1587.866.peg.106	100	Mobile element protein
105	107	23	fig|1587.865.peg.107	Mobile element protein	bi	105	107	fig|1587.866.peg.107	100	Mobile element protein
106	108	22	fig|1587.865.peg.108	Mobile element protein	bi	106	108	fig|1587.866.peg.108	100	Mobile element protein
107	109	22	fig|1587.865.peg.109	hypothetical protein	bi	107	109	fig|1587.866.peg.109	100	hypothetical protein
108	110	28	fig|1587.865.peg.110	Mobile element protein	bi	108	110	fig|1587.866.peg.110	100	Mobile element protein
109	111	31	fig|1587.865.peg.111	Mobile element protein	bi	109	111	fig|1587.866.peg.111	100	Mobile element protein
110	112	68	fig|1587.865.peg.112	Mobile element protein	bi	110	112	fig|1587.866.peg.112	100	Mobile element protein
111	113	42	fig|1587.865.peg.113	Mobile element protein	bi	111	113	fig|1587.866.peg.113	100	Mobile element protein
112	114	56	fig|1587.865.peg.114	Transposase	bi	112	114	fig|1587.866.peg.114	100	Transposase
113	115	31	fig|1587.865.peg.115	Mobile element protein	bi	113	115	fig|1587.866.peg.115	100	Mobile element protein
114	116	155	fig|1587.865.peg.116	Transposase, IS4 family	bi	114	116	fig|1587.866.peg.116	100	Transposase, IS4 family
115	117	173	fig|1587.865.peg.117	Streptococcal hemagglutinin protein	bi	115	117	fig|1587.866.peg.117	100	Streptococcal hemagglutinin protein
115	118	53	fig|1587.865.peg.118	hypothetical protein	bi	115	118	fig|1587.866.peg.118	100	hypothetical protein
116	119	42	fig|1587.865.peg.119	Mobile element protein	bi	116	119	fig|1587.866.peg.119	100	Mobile element protein
117	120	81	fig|1587.865.peg.120	Mobile element protein	bi	117	120	fig|1587.866.peg.120	100	Mobile element protein
118	121	42	fig|1587.865.peg.121	Transposase	bi	118	121	fig|1587.866.peg.121	100	Transposase
119	122	23	fig|1587.865.peg.122	Mobile element protein	uni	119	122	fig|1587.866.peg.122	100	Mobile element protein
120	123	32	fig|1587.865.peg.123	FIG00744915: hypothetical protein	bi	120	123	fig|1587.866.peg.123	100	FIG00744915: hypothetical protein
121	124	33	fig|1587.865.peg.124	Mobile element protein	bi	121	124	fig|1587.866.peg.124	100	Mobile element protein
122	125	49	fig|1587.865.peg.125	Mobile element protein	bi	122	125	fig|1587.866.peg.125	100	Mobile element protein
123	126	67	fig|1587.865.peg.126	Mobile element protein	bi	123	126	fig|1587.866.peg.126	100	Mobile element protein
124	127	39	fig|1587.865.peg.127	Mobile element protein	bi	124	127	fig|1587.866.peg.127	100	Mobile element protein
125	128	44	fig|1587.865.peg.128	Mobile element protein	bi	125	128	fig|1587.866.peg.128	100	Mobile element protein
126	129	45	fig|1587.865.peg.129	Mobile element protein	bi	126	129	fig|1587.866.peg.129	100	Mobile element protein
127	130	35	fig|1587.865.peg.130	Mobile element protein	bi	127	130	fig|1587.866.peg.130	100	Mobile element protein
128	131	37	fig|1587.865.peg.131	Mobile element protein	bi	128	131	fig|1587.866.peg.131	100	Mobile element protein
129	132	42	fig|1587.865.peg.132	Mobile element protein	bi	129	132	fig|1587.866.peg.132	100	Mobile element protein
130	133	31	fig|1587.865.peg.133	Mobile element protein	bi	130	133	fig|1587.866.peg.133	100	Mobile element protein
131	134	26	fig|1587.865.peg.134	Mobile element protein	bi	131	134	fig|1587.866.peg.134	100	Mobile element protein
132	135	30	fig|1587.865.peg.135	Mobile element protein	bi	132	135	fig|1587.866.peg.135	100	Mobile element protein
133	136	43	fig|1587.865.peg.136	Mobile element protein	bi	133	136	fig|1587.866.peg.136	100	Mobile element protein
134	137	41	fig|1587.865.peg.137	Transposase	bi	134	137	fig|1587.866.peg.137	100	Transposase
135	138	95	fig|1587.865.peg.138	Mobile element protein	bi	135	138	fig|1587.866.peg.138	100	Mobile element protein
136	139	265	fig|1587.865.peg.139	Transposase	bi	136	139	fig|1587.866.peg.139	100	Transposase
137	140	26	fig|1587.865.peg.140	Mobile element protein	bi	137	140	fig|1587.866.peg.140	100	Mobile element protein
138	141	32	fig|1587.865.peg.141	Mobile element protein	bi	138	141	fig|1587.866.peg.141	100	Mobile element protein
139	142	34	fig|1587.865.peg.142	Mobile element protein	bi	139	142	fig|1587.866.peg.142	100	Mobile element protein
140	143	59	fig|1587.865.peg.143	Mobile element protein	bi	140	143	fig|1587.866.peg.143	100	Mobile element protein
141	144	39	fig|1587.865.peg.144	Mobile element protein	bi	141	144	fig|1587.866.peg.144	100	Mobile element protein
142	145	45	fig|1587.865.peg.145	Mobile element protein	bi	142	145	fig|1587.866.peg.145	100	Mobile element protein
143	146	423	fig|1587.865.peg.146	Uncharacterized MFS-type transporter	bi	143	146	fig|1587.866.peg.146	100	Uncharacterized MFS-type transporter
143	147	287	fig|1587.865.peg.147	hypothetical protein	bi	143	147	fig|1587.866.peg.147	100	hypothetical protein
144	148	43	fig|1587.865.peg.148	hypothetical protein	bi	144	148	fig|1587.866.peg.148	100	hypothetical protein
144	149	145	fig|1587.865.peg.149	hypothetical protein	bi	144	149	fig|1587.866.peg.149	100	hypothetical protein
145	150	171	fig|1587.865.peg.150	Type I restriction-modification system, specificity subunit S	bi	145	150	fig|1587.866.peg.150	100	Type I restriction-modification system, specificity subunit S
146	151	24	fig|1587.865.peg.151	Mobile element protein	uni	146	151	fig|1587.866.peg.151	100	Mobile element protein
147	152	42	fig|1587.865.peg.152	Transposase	bi	147	152	fig|1587.866.peg.152	100	Transposase
148	153	22	fig|1587.865.peg.153	hypothetical protein	bi	148	153	fig|1587.866.peg.153	100	hypothetical protein
149	154	22	fig|1587.865.peg.154	Transposase	bi	149	154	fig|1587.866.peg.154	100	Transposase
150	155	23	fig|1587.865.peg.155	hypothetical protein	bi	150	155	fig|1587.866.peg.155	100	hypothetical protein
151	156	40	fig|1587.865.peg.156	Mobile element protein	bi	151	156	fig|1587.866.peg.156	100	Mobile element protein
152	157	60	fig|1587.865.peg.157	Mobile element protein	bi	152	157	fig|1587.866.peg.157	100	Mobile element protein
153	158	42	fig|1587.865.peg.158	FIG00744915: hypothetical protein	bi	153	158	fig|1587.866.peg.158	100	FIG00744915: hypothetical protein
154	159	31	fig|1587.865.peg.159	Transposase, IS4 family	bi	154	159	fig|1587.866.peg.159	100	Transposase, IS4 family
155	160	56	fig|1587.865.peg.160	Mobile element protein	bi	155	160	fig|1587.866.peg.160	100	Mobile element protein
156	161	41	fig|1587.865.peg.161	Transposase, IS4 family	bi	156	161	fig|1587.866.peg.161	100	Transposase, IS4 family
157	162	53	fig|1587.865.peg.162	hypothetical protein	bi	157	162	fig|1587.866.peg.162	100	hypothetical protein
158	163	25	fig|1587.865.peg.163	Mobile element protein	bi	158	163	fig|1587.866.peg.163	100	Mobile element protein
159	164	29	fig|1587.865.peg.164	Mobile element protein	bi	159	164	fig|1587.866.peg.164	100	Mobile element protein
160	165	214	fig|1587.865.peg.165	Type I restriction-modification system, specificity subunit S	bi	160	165	fig|1587.866.peg.165	100	Type I restriction-modification system, specificity subunit S
160	166	310	fig|1587.865.peg.166	Integrase	bi	160	166	fig|1587.866.peg.166	100	Integrase
160	167	208	fig|1587.865.peg.167	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	bi	160	167	fig|1587.866.peg.167	100	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)
161	168	42	fig|1587.865.peg.168	Transposase, IS4 family	bi	161	168	fig|1587.866.peg.168	100	Transposase, IS4 family
162	169	38	fig|1587.865.peg.169	Mobile element protein	bi	162	169	fig|1587.866.peg.169	100	Mobile element protein
163	170	44	fig|1587.865.peg.170	Mobile element protein	bi	163	170	fig|1587.866.peg.170	100	Mobile element protein
164	171	67	fig|1587.865.peg.171	Mobile element protein	bi	164	171	fig|1587.866.peg.171	100	Mobile element protein
165	172	24	fig|1587.865.peg.172	hypothetical protein	bi	165	172	fig|1587.866.peg.172	100	hypothetical protein
166	173	35	fig|1587.865.peg.173	hypothetical protein	bi	166	173	fig|1587.866.peg.173	100	hypothetical protein
167	174	23	fig|1587.865.peg.174	Mobile element protein	bi	167	174	fig|1587.866.peg.174	100	Mobile element protein
168	175	58	fig|1587.865.peg.175	Mobile element protein	bi	168	175	fig|1587.866.peg.175	100	Mobile element protein
169	176	26	fig|1587.865.peg.176	Mobile element protein	bi	169	176	fig|1587.866.peg.176	100	Mobile element protein
170	177	35	fig|1587.865.peg.177	Mobile element protein	bi	170	177	fig|1587.866.peg.177	100	Mobile element protein
171	178	40	fig|1587.865.peg.178	Mobile element protein	bi	171	178	fig|1587.866.peg.178	100	Mobile element protein
172	179	22	fig|1587.865.peg.179	hypothetical protein	bi	172	179	fig|1587.866.peg.179	100	hypothetical protein
173	180	33	fig|1587.865.peg.180	Mobile element protein	bi	173	180	fig|1587.866.peg.180	100	Mobile element protein
174	181	41	fig|1587.865.peg.181	Mobile element protein	bi	174	181	fig|1587.866.peg.181	100	Mobile element protein
175	182	22	fig|1587.865.peg.182	Mobile element protein	bi	175	182	fig|1587.866.peg.182	100	Mobile element protein
176	183	60	fig|1587.865.peg.183	Transposase, IS30 family	bi	176	183	fig|1587.866.peg.183	100	Transposase, IS30 family
177	184	23	fig|1587.865.peg.184	hypothetical protein	bi	177	184	fig|1587.866.peg.184	100	hypothetical protein
178	185	39	fig|1587.865.peg.185	Mobile element protein	bi	178	185	fig|1587.866.peg.185	100	Mobile element protein
179	186	43	fig|1587.865.peg.186	Mobile element protein	bi	179	186	fig|1587.866.peg.186	100	Mobile element protein
180	187	24	fig|1587.865.peg.187	Mobile element protein	bi	180	187	fig|1587.866.peg.187	100	Mobile element protein
181	188	22	fig|1587.865.peg.188	Mobile element protein	bi	181	188	fig|1587.866.peg.188	100	Mobile element protein
181	189	23	fig|1587.865.peg.189	Mobile element protein	bi	181	189	fig|1587.866.peg.189	100	Mobile element protein
182	190	26	fig|1587.865.peg.190	Mobile element protein	bi	182	190	fig|1587.866.peg.190	100	Mobile element protein
183	191	44	fig|1587.865.peg.191	Mobile element protein	bi	183	191	fig|1587.866.peg.191	100	Mobile element protein
184	192	62	fig|1587.865.peg.192	Mobile element protein	bi	184	192	fig|1587.866.peg.192	100	Mobile element protein
185	193	41	fig|1587.865.peg.193	Mobile element protein	bi	185	193	fig|1587.866.peg.193	100	Mobile element protein
186	194	42	fig|1587.865.peg.194	Mobile element protein	bi	186	194	fig|1587.866.peg.194	100	Mobile element protein
187	195	51	fig|1587.865.peg.195	Mobile element protein	bi	187	195	fig|1587.866.peg.195	100	Mobile element protein
188	196	112	fig|1587.865.peg.196	FIG00753869: hypothetical protein	bi	188	196	fig|1587.866.peg.196	100	FIG00753869: hypothetical protein
188	197	141	fig|1587.865.peg.197	hypothetical protein	bi	188	197	fig|1587.866.peg.197	100	hypothetical protein
188	198	237	fig|1587.865.peg.198	SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)	bi	188	198	fig|1587.866.peg.198	100	SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)
188	199	42	fig|1587.865.peg.199	FIG00747294: hypothetical protein	bi	188	199	fig|1587.866.peg.199	100	FIG00747294: hypothetical protein
189	200	37	fig|1587.865.peg.200	Mobile element protein	bi	189	200	fig|1587.866.peg.200	100	Mobile element protein
190	201	22	fig|1587.865.peg.201	Mobile element protein	bi	190	201	fig|1587.866.peg.201	100	Mobile element protein
191	202	39	fig|1587.865.peg.202	Putative transposase InsK for insertion sequence element IS150	bi	191	202	fig|1587.866.peg.202	100	Putative transposase InsK for insertion sequence element IS150
192	203	74	fig|1587.865.peg.203	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	bi	192	203	fig|1587.866.peg.203	100	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family
193	204	41	fig|1587.865.peg.204	hypothetical protein	bi	193	204	fig|1587.866.peg.204	100	hypothetical protein
194	205	63	fig|1587.865.peg.205	hypothetical protein	bi	194	205	fig|1587.866.peg.205	100	hypothetical protein
195	206	102	fig|1587.865.peg.206	Mobile element protein	bi	195	206	fig|1587.866.peg.206	100	Mobile element protein
196	207	22	fig|1587.865.peg.207	Transposase, IS4 family	bi	196	207	fig|1587.866.peg.207	100	Transposase, IS4 family
197	208	247	fig|1587.865.peg.208	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	bi	197	208	fig|1587.866.peg.208	100	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
197	209	40	fig|1587.865.peg.209	hypothetical protein	bi	197	209	fig|1587.866.peg.209	100	hypothetical protein
197	210	252	fig|1587.865.peg.210	CRISPR repeat RNA endoribonuclease Cas6	bi	197	210	fig|1587.866.peg.210	100	CRISPR repeat RNA endoribonuclease Cas6
197	211	586	fig|1587.865.peg.211	hypothetical protein	bi	197	211	fig|1587.866.peg.211	100	hypothetical protein
197	212	301	fig|1587.865.peg.212	CRISPR-associated negative autoregulator Cas7/Cst2	bi	197	212	fig|1587.866.peg.212	100	CRISPR-associated negative autoregulator Cas7/Cst2
197	213	238	fig|1587.865.peg.213	CRISPR-associated protein Cas5	bi	197	213	fig|1587.866.peg.213	100	CRISPR-associated protein Cas5
197	214	810	fig|1587.865.peg.214	CRISPR-associated helicase Cas3	bi	197	214	fig|1587.866.peg.214	100	CRISPR-associated helicase Cas3
197	215	164	fig|1587.865.peg.215	CRISPR-associated RecB family exonuclease Cas4	bi	197	215	fig|1587.866.peg.215	100	CRISPR-associated RecB family exonuclease Cas4
197	216	330	fig|1587.865.peg.216	CRISPR-associated protein Cas1	bi	197	216	fig|1587.866.peg.216	100	CRISPR-associated protein Cas1
197	217	94	fig|1587.865.peg.217	CRISPR-associated protein Cas2	bi	197	217	fig|1587.866.peg.217	100	CRISPR-associated protein Cas2
198	218	142	fig|1587.865.peg.218	Streptococcal hemagglutinin protein	bi	198	218	fig|1587.866.peg.218	100	Streptococcal hemagglutinin protein
198	219	71	fig|1587.865.peg.219	DNA topoisomerase I (EC 5.99.1.2)	bi	198	219	fig|1587.866.peg.219	100	DNA topoisomerase I (EC 5.99.1.2)
199	220	30	fig|1587.865.peg.220	Mobile element protein	bi	199	220	fig|1587.866.peg.220	100	Mobile element protein
200	221	42	fig|1587.865.peg.221	Transposase	bi	200	221	fig|1587.866.peg.221	100	Transposase
201	222	23	fig|1587.865.peg.222	Transposase, IS4 family	bi	201	222	fig|1587.866.peg.222	100	Transposase, IS4 family
202	223	41	fig|1587.865.peg.223	Transposase, IS30 family	bi	202	223	fig|1587.866.peg.223	100	Transposase, IS30 family
203	224	24	fig|1587.865.peg.224	hypothetical protein	bi	203	224	fig|1587.866.peg.224	100	hypothetical protein
204	225	30	fig|1587.865.peg.225	Mobile element protein	uni	22	22	fig|1587.866.peg.22	100	Mobile element protein
205	226	41	fig|1587.865.peg.226	Mobile element protein	bi	205	226	fig|1587.866.peg.226	100	Mobile element protein
206	227	41	fig|1587.865.peg.227	Mobile element protein	bi	206	227	fig|1587.866.peg.227	100	Mobile element protein
207	228	26	fig|1587.865.peg.228	hypothetical protein	bi	207	228	fig|1587.866.peg.228	100	hypothetical protein
208	229	49	fig|1587.865.peg.229	hypothetical protein	bi	208	229	fig|1587.866.peg.229	100	hypothetical protein
208	230	55	fig|1587.865.peg.230	FIG01117195: hypothetical protein	bi	208	230	fig|1587.866.peg.230	100	FIG01117195: hypothetical protein
209	231	44	fig|1587.865.peg.231	Mobile element protein	bi	209	231	fig|1587.866.peg.231	100	Mobile element protein
210	232	22	fig|1587.865.peg.232	Mobile element protein	bi	210	232	fig|1587.866.peg.232	100	Mobile element protein
